H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;N_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
H_WALL;DESTR;DESTR;;;;;;;;;;;;;;;;;SPAWN;DESTR;DESTR;H_WALL
H_WALL;SPAWN;;;;;;;;SPAWN;;;;;;;;;;;;SPAWN;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;;;;SPAWN;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
W_DOOR;;;;;;;;;;;;;;SPAWN;;;;;;;;E_DOOR
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;SPAWN;;;;;;;;;;;;;;;;SPAWN;;;;SPAWN;H_WALL
H_WALL;DESTR;DESTR;;SPAWN;;;;;;;;;;;;;;;;DESTR;DESTR;H_WALL
H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;S_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
