H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;N_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
H_WALL;;;SPAWN;;;;;;;;;;;;;;;;SPAWN;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;H_WALL;DESTR;;;;;;;;;;;;;;DESTR;H_WALL;;;H_WALL
H_WALL;;;H_WALL;DESTR;SPAWN;;;;;;SPAWN;;;;;;SPAWN;DESTR;H_WALL;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
W_DOOR;;;;;;;;SPAWN;;;SPAWN;;;SPAWN;;;;;;;;E_DOOR
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;H_WALL;DESTR;SPAWN;;;;;;SPAWN;;;;;;SPAWN;DESTR;H_WALL;;;H_WALL
H_WALL;;;H_WALL;DESTR;;;;;;;;;;;;;;DESTR;H_WALL;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;SPAWN;;;;;;;;;;;;;;;;SPAWN;;;H_WALL
H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;S_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
