WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;N_DOOR;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL
WALL;DESTR;DESTR;;;;;;;;;;;;;;;;;SPAWN;DESTR;DESTR;WALL
WALL;SPAWN;;;;;;;;SPAWN;;;;;;;;;;;;SPAWN;WALL
WALL;;;;;;;;;;;;;;;;;;;;;;WALL
WALL;;;;;;SPAWN;;;;;;;;;;;;;;;;WALL
WALL;;;;;;;;;;;;;;;;;;;;;;WALL
W_DOOR;;;;;;;;;;;;;;SPAWN;;;;;;;;E_DOOR
WALL;;;;;;;;;;;;;;;;;;;;;;WALL
WALL;;;;;;;;;;;;;;;;;;;;;;WALL
WALL;;;;;;;;;;;;;;;;;;;;;;WALL
WALL;SPAWN;;;;;;;;;;;;;;;;SPAWN;;;;SPAWN;WALL
WALL;DESTR;DESTR;;SPAWN;;;;;;;;;;;;;;;;DESTR;DESTR;WALL
WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;S_DOOR;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL;WALL
