H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;N_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;;;H_WALL
H_WALL;;;BUSH;;SPAWN;;;;;;;;;;;;;;BUSH;;;H_WALL
H_WALL;;;BUSH;;;;;;;;;;;;;;;;BUSH;;;H_WALL
W_DOOR;;;BUSH;;;;;SPAWN;;;SPAWN;;;SPAWN;;;;;BUSH;;;E_DOOR
H_WALL;;;BUSH;;;;;;;;;;;;;;;;BUSH;;;H_WALL
H_WALL;;;BUSH;;;;;;;;;;;;;;SPAWN;;BUSH;;;H_WALL
H_WALL;;;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;BUSH;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;S_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
