H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;N_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
H_WALL;;;;;SPAWN;;;;DESTR;WALL;;;;;;;;;;;SPAWN;H_WALL
H_WALL;;;;;;;;;;WALL;WALL;WALL;;;;;;;;;;H_WALL
H_WALL;;;;;;;SPAWN;;;;;;;;;;;;SPAWN;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;WALL;;;;WALL;;;;;;;;;;WALL;;;;WALL;WALL;H_WALL
W_DOOR;;WALL;;;;WALL;;;;;;;;;;WALL;;;;WALL;;E_DOOR
H_WALL;WALL;WALL;;;;WALL;;;;;;;SPAWN;;;WALL;;;;WALL;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;SPAWN;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;WALL;WALL;WALL;;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;;;WALL;DESTR;;SPAWN;;;;;;;H_WALL
H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;S_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
