H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;N_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;WALL;;;;;;;PIT;PIT;PIT;PIT;PIT;;;;;;;WALL;;H_WALL
H_WALL;;;;SPAWN;;SPAWN;;SPAWN;PIT;SPAWN;;SPAWN;PIT;SPAWN;;SPAWN;;SPAWN;;;;H_WALL
W_DOOR;;WALL;;;;;;;;;;;;;;;;;;WALL;;E_DOOR
H_WALL;;;;SPAWN;;SPAWN;;SPAWN;PIT;SPAWN;;SPAWN;PIT;SPAWN;;SPAWN;;SPAWN;;;;H_WALL
H_WALL;;WALL;;;;;;;PIT;PIT;PIT;PIT;PIT;;;;;;;WALL;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;WALL;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;;;;;;H_WALL
H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;S_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
