H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;N_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
W_DOOR;;;;;;;;;;;;;;;;;;;;;;E_DOOR
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;;;;;;;;;;;;;;;;;H_WALL;;;;;H_WALL
H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;S_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
