H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;N_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
H_WALL;;;;;;;;;;;;;WALL;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;;;;WALL;;;;;;;;;H_WALL
H_WALL;;;PIT;PIT;PIT;PIT;PIT;PIT;PIT;;;;WALL;;;WALL;WALL;WALL;WALL;;;H_WALL
H_WALL;;;PIT;;;;;;PIT;;;;WALL;;;WALL;;;;;;H_WALL
H_WALL;;;;;;;;;PIT;;;;WALL;;;WALL;;;WALL;WALL;WALL;H_WALL
W_DOOR;;;;;;;;;PIT;;;;;;;WALL;;;;;;E_DOOR
H_WALL;;;;;;;;;PIT;;;;WALL;;;WALL;;;WALL;WALL;WALL;H_WALL
H_WALL;;;PIT;;;;;;PIT;;;;WALL;;;WALL;;;;;;H_WALL
H_WALL;;;PIT;PIT;PIT;PIT;PIT;PIT;PIT;;;;WALL;;;WALL;WALL;WALL;WALL;;;H_WALL
H_WALL;;;;;;;;;;;;;WALL;;;;;;;;;H_WALL
H_WALL;;;;;;;;;;;;;WALL;;;;;;;;;H_WALL
H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;S_DOOR;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL;H_WALL
